Field	Time	C7:X	C7:Y	C7:Z	CLAV:X	CLAV:Y	CLAV:Z	LANK:X	LANK:Y	LANK:Z	LBHD:X	LBHD:Y	LBHD:Z	LBWT:X	LBWT:Y	LBWT:Z	LELB:X	LELB:Y	LELB:Z	LFHD:X	LFHD:Y	LFHD:Z	LFIN:X	LFIN:Y	LFIN:Z	LFRM:X	LFRM:Y	LFRM:Z	LFWT:X	LFWT:Y	LFWT:Z	LHEE:X	LHEE:Y	LHEE:Z	LKNE:X	LKNE:Y	LKNE:Z	LMT5:X	LMT5:Y	LMT5:Z	LSHN:X	LSHN:Y	LSHN:Z	LSHO:X	LSHO:Y	LSHO:Z	LTHI:X	LTHI:Y	LTHI:Z	LTOE:X	LTOE:Y	LTOE:Z	LUPA:X	LUPA:Y	LUPA:Z	LWRA:X	LWRA:Y	LWRA:Z	LWRB:X	LWRB:Y	LWRB:Z	RANK:X	RANK:Y	RANK:Z	RBAC:X	RBAC:Y	RBAC:Z	RBHD:X	RBHD:Y	RBHD:Z	RBWT:X	RBWT:Y	RBWT:Z	RELB:X	RELB:Y	RELB:Z	RFHD:X	RFHD:Y	RFHD:Z	RFIN:X	RFIN:Y	RFIN:Z	RFRM:X	RFRM:Y	RFRM:Z	RFWT:X	RFWT:Y	RFWT:Z	RHEE:X	RHEE:Y	RHEE:Z	RKNE:X	RKNE:Y	RKNE:Z	RMT5:X	RMT5:Y	RMT5:Z	RSHN:X	RSHN:Y	RSHN:Z	RSHO:X	RSHO:Y	RSHO:Z	RTHI:X	RTHI:Y	RTHI:Z	RTOE:X	RTOE:Y	RTOE:Z	RUPA:X	RUPA:Y	RUPA:Z	RWRA:X	RWRA:Y	RWRA:Z	RWRB:X	RWRB:Y	RWRB:Z	STRN:X	STRN:Y	STRN:Z	T10:X	T10:Y	T10:Z
1816	15.1250	-680.86	367.63	1345.7	-809.11	481.76	1286.4	-792.31	340.53	91.715	-844.97	478.78	1483.3	-700.9	273.81	859.09	-1048.8	455.18	1268.6	-802.66	600.27	1497.1	-737.02	737.38	1131.1	-1050.1	546.74	1223.6	-869.65	359.65	869.54	-699.05	324.25	32.616	-952.81	363.92	404.58	-881.76	344.45	30.915	-906.44	341.05	269.12	-825.03	331.72	1352.8	-923.39	311.99	658.81	-941.84	434.98	31.121	-967.6	379.07	1308.1	-9999.99	-9999.99	-9999.99	-912.47	689.1	1210.4	-374.08	674.93	104.49	-598.68	395.77	1219.2	-720.17	411.95	1487.4	-613.72	406.9	879.44	-614.65	776.85	1142.9	-669.21	589.86	1496.1	-811.89	1001.3	1413.1	-663.49	867.48	1247.1	-736.25	573.02	874.03	-370.42	600.68	35.347	-528.45	636.19	447.96	-396.23	799.32	34.316	-447.96	665.25	283.85	-663.13	518.71	1317.6	-596.82	641.49	601.1	-482.07	851	37.768	-617.53	620.11	1272.2	-749.85	804.26	1369.7	-678.8	912.21	1359.1	-820.86	574.76	1104.1	-641.6	308.59	1146.1
1817	15.1333	-681.12	367.38	1345.4	-809.11	481.4	1286.3	-792.31	340.48	91.612	-845.79	478.36	1483.1	-701.26	273.6	858.83	-1048.8	455.18	1268.1	-802.46	599.65	1497.2	-736.71	736.82	1131.1	-1050.1	546.63	1223.3	-869.91	359.6	869.24	-699.05	324.2	32.564	-952.86	363.82	404.27	-881.7	344.4	30.967	-906.44	341.15	269.07	-825.23	331.52	1352.7	-923.65	311.99	658.6	-941.99	434.93	31.07	-967.91	379.18	1307.8	-9999.99	-9999.99	-9999.99	-912.36	688.84	1210.3	-374.18	674.68	104.6	-598.68	395.61	1219.4	-720.12	411.28	1487.1	-613.77	406.64	879.49	-614.55	776.28	1143.2	-669.47	589.45	1496.1	-811.58	1000.4	1413.6	-663.49	866.71	1247.4	-736.3	572.71	873.98	-370.31	600.48	35.14	-528.34	635.93	448.01	-396.18	799.21	34.419	-448.07	665.14	283.91	-663.34	518.4	1317.4	-596.77	641.13	601.25	-482.07	850.94	37.768	-617.64	619.85	1272.2	-749.7	803.33	1369.9	-678.18	911.07	1359.3	-820.63	576.92	1104.4	-641.8	308.12	1146.1
1818	15.1417	-681.43	366.86	1345.4	-809.26	481.09	1286	-792.31	340.43	91.561	-846.46	478.26	1483.1	-701.57	273.24	858.42	-1048.8	455.18	1267.6	-802.2	599.14	1497.3	-736.04	736.04	1131.4	-1050.1	546.63	1223	-870.32	359.6	869.03	-699	324.15	32.513	-952.96	363.77	404.11	-881.7	344.35	31.018	-906.39	341.36	268.96	-825.39	331.26	1352.5	-923.75	311.94	658.44	-941.99	434.77	31.224	-968.47	379.33	1307.6	-9999.99	-9999.99	-9999.99	-912.21	688.59	1210.3	-374.28	674.73	104.85	-598.78	395.46	1219.3	-720.02	410.61	1486.8	-613.88	406.48	879.49	-614.39	775.72	1143.5	-669.52	588.99	1496.1	-811.37	999.54	1414.5	-663.34	866.2	1247.7	-736.4	572.5	873.67	-370.42	600.32	35.037	-528.19	635.62	448.12	-396.18	799.06	34.522	-448.17	664.99	283.8	-663.55	517.99	1317.5	-596.82	640.87	601.35	-482.18	851.1	38.077	-617.64	619.59	1272.3	-749.44	802.66	1370	-677.97	910.35	1359.8	-820.42	579.07	1104.8	-641.75	307.5	1146.6
1819	15.1500	-681.73	366.14	1345.4	-809.41	480.58	1285.8	-792.31	340.43	91.612	-846.77	478.21	1483.3	-701.73	273.09	858.31	-1048.9	455.07	1267.3	-802.25	598.88	1497.4	-735.53	735.53	1131.6	-1050.1	546.53	1222.6	-870.58	359.55	869.18	-699.05	324.2	32.513	-953.02	363.92	404.17	-881.81	344.29	30.812	-906.59	341.51	268.76	-825.65	331.05	1352.3	-923.75	311.94	658.34	-941.89	434.72	31.379	-968.99	379.23	1307.5	-9999.99	-9999.99	-9999.99	-911.95	688.38	1210.5	-374.38	674.93	105.37	-599.04	395.2	1219	-720.17	410.04	1486.6	-614.13	406.33	879.44	-614.39	775.15	1143.7	-669.57	588.47	1496.1	-811.37	998.98	1415.3	-663.24	865.89	1248.1	-736.56	572.4	873.46	-370.57	600.27	34.883	-528.19	635.46	448.22	-396.08	798.95	34.574	-448.17	664.89	283.6	-663.65	517.73	1317.4	-596.92	640.67	601.35	-482.33	851.41	38.593	-617.53	619.34	1272.3	-749.03	802.15	1370.2	-677.92	909.89	1360.3	-820.24	581.21	1105.1	-641.65	307.14	1147
1820	15.1583	-682.1	365.68	1345.2	-809.41	480.22	1285.7	-792.36	340.43	91.561	-846.72	477.69	1483.1	-701.78	273.14	858.36	-1049	454.97	1267	-802.56	598.52	1497.6	-735.11	735.37	1131.8	-1050	546.38	1222.3	-870.63	359.24	869.44	-699.1	324.2	32.461	-953.12	364.13	404.11	-881.81	344.35	30.606	-906.8	341.61	268.55	-826.01	330.85	1352.2	-923.75	311.94	658.19	-941.89	434.72	31.431	-969.2	378.76	1307.3	-9999.99	-9999.99	-9999.99	-911.85	688.23	1210.7	-374.44	675.24	105.52	-599.24	394.84	1219	-720.58	409.52	1486.4	-614.39	406.07	879.28	-614.6	774.69	1143.7	-669.78	587.7	1496.1	-811.53	998.36	1415.5	-663.08	865.58	1248.4	-736.71	572.24	873.36	-370.62	600.17	34.831	-528.24	635.46	448.17	-396.08	798.9	34.677	-448.22	664.94	283.44	-663.6	517.42	1317.3	-597.03	640.57	601.41	-482.43	851.51	38.902	-617.59	619.08	1272.2	-748.61	801.63	1370.4	-677.61	909.43	1360.4	-820.07	583.34	1105.6	-641.75	306.99	1146.9
1821	15.1667	-682.46	365.32	1345	-809.41	480.06	1285.7	-792.41	340.43	91.509	-846.62	476.97	1482.6	-701.83	273.14	858.26	-1049.1	454.92	1266.6	-802.87	597.9	1497.7	-734.7	735.37	1132.1	-1049.9	546.38	1221.8	-870.73	359.08	869.34	-699	324.15	32.461	-953.27	364.39	404.01	-881.76	344.4	30.761	-906.85	341.61	268.4	-826.26	330.59	1352	-923.85	311.94	658.19	-941.89	434.72	31.431	-969.3	378.56	1306.8	-9999.99	-9999.99	-9999.99	-911.69	687.97	1210.8	-374.54	675.45	105.47	-599.5	394.43	1218.9	-721	408.96	1486.2	-614.55	405.87	879.13	-614.65	774.33	1143.6	-669.88	586.98	1496.3	-811.58	997.69	1415.6	-662.93	865.27	1248.6	-736.87	572.04	873.41	-370.52	600.17	35.089	-528.34	635.41	448.12	-396.23	798.95	34.831	-448.38	665.04	283.44	-663.7	517.06	1317.3	-597.13	640.51	601.41	-482.49	851.51	38.902	-617.69	618.67	1272	-748.25	801.12	1370.8	-677.25	909.12	1360.3	-819.92	585.46	1106	-641.91	306.83	1146.8
1822	15.1750	-682.76	365.06	1345	-809.62	479.81	1285.7	-792.36	340.48	91.509	-846.82	476.41	1482.5	-702.09	273.03	858.16	-1049.2	454.92	1266.1	-802.87	597.13	1497.6	-734.5	735.32	1132.1	-1049.7	546.48	1221.5	-870.99	359.03	868.98	-698.89	324.04	32.513	-953.43	364.44	404.17	-881.76	344.4	30.967	-906.95	341.82	268.29	-826.37	330.23	1351.8	-924.06	312.09	658.34	-941.78	434.77	31.431	-969.4	378.46	1306.4	-9999.99	-9999.99	-9999.99	-911.38	687.66	1210.8	-374.54	675.29	105.27	-599.91	394.07	1218.6	-721.31	408.34	1486	-614.44	405.56	878.92	-614.55	774.17	1143.3	-669.83	586.31	1496.5	-811.63	997.17	1415.6	-662.72	864.96	1248.7	-736.92	571.83	873.51	-370.31	600.38	35.295	-528.55	635.41	448.07	-396.23	798.9	34.934	-448.53	665.04	283.49	-663.91	516.8	1317.4	-597.28	640.46	601.3	-482.43	851.41	38.644	-617.89	618.31	1271.9	-747.89	800.66	1371.2	-676.99	909.01	1360.2	-819.79	587.57	1106.5	-642.16	306.68	1146.7
1823	15.1833	-683.07	364.8	1344.8	-809.93	479.45	1285.6	-792.31	340.53	91.612	-847.34	475.94	1482.8	-702.24	272.83	858.21	-1049.3	454.76	1265.5	-802.87	596.51	1497.7	-734.39	735.22	1132.1	-1049.6	546.58	1221.2	-871.19	358.82	868.72	-698.84	323.99	32.513	-953.48	364.44	404.32	-881.76	344.4	30.915	-907.16	342.03	268.14	-826.57	329.87	1351.6	-924.27	312.19	658.24	-941.73	434.77	31.585	-969.66	378.25	1306.1	-9999.99	-9999.99	-9999.99	-911.18	687.45	1210.7	-374.38	674.93	104.8	-600.32	393.66	1218.4	-721.67	407.72	1485.9	-614.44	405.35	878.72	-614.39	774.07	1143.2	-669.78	585.69	1496.7	-811.68	996.81	1415.7	-662.57	864.75	1248.8	-736.97	571.73	873.41	-370.26	600.48	35.295	-528.7	635.46	447.96	-396.18	798.85	34.831	-448.48	665.04	283.55	-664.11	516.6	1317.5	-597.39	640.36	601.2	-482.33	851.2	38.335	-618.05	618.05	1271.8	-747.48	800.35	1371.5	-676.89	909.43	1360.6	-819.69	589.66	1106.9	-642.52	306.47	1146.6
1824	15.1917	-683.43	364.54	1344.8	-810.24	479.14	1285.5	-792.41	340.58	91.715	-847.8	475.74	1483	-702.29	272.57	858.26	-1049.2	454.66	1265.1	-803.18	596.1	1497.9	-734.29	735.17	1132.2	-1049.6	546.69	1220.8	-871.35	358.62	868.51	-698.79	323.99	32.461	-953.58	364.39	404.37	-881.81	344.4	30.864	-907.57	341.92	267.98	-826.93	329.66	1351.5	-924.47	312.19	657.93	-941.78	434.82	31.688	-969.87	378.09	1305.9	-9999.99	-9999.99	-9999.99	-911.18	687.35	1210.7	-374.33	674.73	104.65	-600.63	393.24	1218.4	-722.08	407.15	1485.8	-614.75	405.2	878.56	-614.24	773.97	1143.2	-669.83	584.97	1496.6	-811.68	996.61	1415.5	-662.52	864.7	1248.8	-737.07	571.68	873.41	-370.31	600.38	35.192	-528.7	635.41	447.81	-396.28	798.9	34.831	-448.48	664.99	283.49	-664.32	516.23	1317.4	-597.44	640.1	601.1	-482.18	851	38.232	-618.1	617.79	1271.9	-747.27	800.19	1371.4	-676.84	909.79	1361.1	-819.59	591.74	1107.5	-642.83	306.22	1146.5
1825	15.2000	-683.69	364.39	1344.8	-810.39	478.83	1285.5	-792.51	340.64	91.664	-848.11	475.48	1483	-702.34	272.26	858.11	-1049.2	454.71	1264.8	-803.28	595.79	1498	-734.19	735.11	1132.3	-1049.7	546.74	1220.6	-871.35	358.57	868.26	-698.79	323.99	32.461	-953.74	364.39	404.11	-881.81	344.4	30.864	-908.14	341.72	267.93	-827.35	329.51	1351.4	-924.57	312.14	657.78	-941.78	434.82	31.688	-969.92	378.04	1305.8	-9999.99	-9999.99	-9999.99	-911.13	687.3	1210.7	-374.38	674.62	104.65	-600.89	392.93	1218.3	-722.44	406.79	1485.7	-615.06	404.94	878.41	-614.18	773.81	1143.3	-669.78	584.4	1496.4	-811.58	996.56	1415.1	-662.52	864.7	1248.9	-737.18	571.62	873.36	-370.42	600.32	35.14	-528.6	635.36	447.86	-396.39	798.9	34.883	-448.48	664.94	283.55	-664.52	515.93	1317.4	-597.49	639.95	601.05	-482.07	850.89	38.18	-618.15	617.22	1272	-747.17	800.09	1371.4	-676.84	909.73	1361.3	-819.52	593.81	1108	-643.09	305.86	1146.2
1826	15.2083	-683.85	364.29	1344.8	-810.55	478.47	1285.3	-792.62	340.69	91.458	-848.21	475.01	1482.9	-702.6	271.95	857.85	-1049.2	454.82	1264.7	-803.23	595.53	1498.1	-734.29	735.37	1132.4	-1049.7	546.79	1220.5	-871.35	358.57	868.1	-698.69	323.94	32.461	-954.15	364.29	403.65	-881.76	344.4	30.915	-908.5	341.67	267.98	-827.65	329.25	1351.1	-924.52	311.88	657.52	-941.84	434.88	31.637	-970.02	377.94	1305.5	-9999.99	-9999.99	-9999.99	-910.92	687.25	1210.7	-374.38	674.73	104.6	-601.15	392.62	1218.1	-722.75	406.43	1485.6	-615.06	404.84	878.25	-614.18	773.45	1143.3	-669.73	583.94	1496.3	-811.42	996.56	1414.9	-662.36	864.5	1248.8	-737.28	571.57	873.2	-370.47	600.38	35.037	-528.55	635.36	447.86	-396.44	798.95	34.78	-448.32	664.89	283.6	-664.73	515.67	1317.5	-597.59	640.05	600.99	-482.07	850.89	38.18	-618.41	616.71	1271.9	-747.22	799.99	1371.3	-676.79	909.99	1361.4	-819.46	595.86	1108.6	-643.19	305.44	1146.1
1827	15.2167	-684.05	363.87	1344.7	-810.86	478.11	1285.1	-792.62	340.64	91.252	-848.32	474.55	1483	-702.91	271.8	857.54	-1049.4	454.82	1264.5	-803.08	595.33	1498.1	-734.34	735.53	1132.6	-1049.6	546.84	1220.4	-871.45	358.51	867.9	-698.63	323.89	32.41	-954.51	364.13	403.34	-881.76	344.35	31.018	-908.55	341.61	267.88	-827.76	328.89	1350.7	-924.52	311.47	657.11	-941.84	434.88	31.637	-970.33	377.89	1305.1	-9999.99	-9999.99	-9999.99	-910.66	687.04	1210.6	-374.28	674.93	104.49	-601.3	392.32	1217.9	-722.9	405.97	1485.4	-615.06	404.73	878.15	-614.03	772.93	1143.5	-669.78	583.37	1496.4	-811.22	996.71	1414.8	-662	864.03	1248.4	-737.33	571.47	873.1	-370.42	600.38	34.986	-528.65	635.31	447.81	-396.49	798.95	34.574	-448.27	664.89	283.55	-664.94	515.31	1317.5	-597.75	639.95	600.84	-482.02	850.89	38.129	-618.67	616.4	1271.7	-747.33	799.93	1371.2	-676.74	910.3	1361.5	-819.42	597.9	1109.2	-643.3	305.08	1146
1828	15.2250	-684.31	363.26	1344.6	-811.12	477.85	1285	-792.46	340.58	91.2	-848.42	474.29	1483	-703.17	271.64	857.33	-1049.5	454.82	1264.2	-803.03	594.97	1498.2	-734.14	735.06	1132.8	-1049.5	546.84	1220.3	-871.61	358.15	867.74	-698.69	323.94	32.41	-954.61	364.13	403.14	-881.76	344.4	30.915	-908.55	341.56	267.73	-827.86	328.53	1350.4	-924.73	311.16	656.74	-941.84	434.82	31.637	-970.79	377.63	1304.9	-9999.99	-9999.99	-9999.99	-910.4	686.78	1210.6	-374.23	674.93	104.49	-601.51	392.06	1217.7	-723.01	405.45	1485.1	-615.16	404.53	878.15	-613.67	772.42	1143.8	-670.04	582.7	1496.4	-810.96	997.02	1414.6	-661.69	863.62	1248.2	-737.28	571.42	873.05	-370.47	600.38	34.831	-528.81	635.31	447.76	-396.44	798.95	34.522	-448.48	664.94	283.49	-665.04	515	1317.3	-597.85	639.74	600.79	-481.97	850.79	37.974	-618.87	616.04	1271.7	-747.33	799.99	1371.1	-676.68	910.25	1361.4	-819.4	599.93	1109.8	-643.66	304.88	1145.6
1829	15.2333	-684.57	362.64	1344.5	-811.22	477.54	1284.8	-792.46	340.53	91.149	-848.57	474.03	1482.6	-703.27	271.49	857.18	-1049.5	454.82	1264	-803.08	594.5	1498.5	-733.93	734.6	1132.9	-1049.6	546.79	1220.4	-871.86	357.84	867.74	-698.74	323.94	32.41	-954.61	364.34	402.98	-881.76	344.35	30.812	-908.6	341.61	267.73	-827.96	328.17	1350.4	-924.93	311.01	656.59	-941.84	434.77	31.688	-971.1	377.37	1304.8	-9999.99	-9999.99	-9999.99	-910.25	686.68	1210.7	-374.23	674.93	104.55	-601.61	391.85	1217.7	-723.26	404.94	1485	-615.32	404.42	878.15	-613.46	771.96	1144	-670.19	582.08	1496.4	-810.55	997.33	1414.3	-661.43	863.31	1248.1	-737.33	571.42	872.95	-370.57	600.27	34.78	-528.91	635.36	447.71	-396.39	798.95	34.574	-448.53	664.99	283.44	-665.19	514.74	1317	-597.95	639.59	600.84	-481.97	850.74	37.871	-618.92	615.47	1271.7	-747.27	800.04	1371	-676.58	910.2	1361.3	-819.39	601.94	1110.4	-643.81	304.77	1145.5
1830	15.2417	-684.72	362.22	1344.5	-811.22	477.28	1284.5	-792.62	340.58	90.943	-848.63	473.67	1482.4	-703.27	271.44	857.13	-1049.4	454.92	1263.9	-803.18	593.88	1498.8	-733.67	734.45	1132.8	-1049.5	546.74	1220.3	-872.02	357.54	867.69	-698.69	323.94	32.461	-954.61	364.44	402.98	-881.7	344.24	30.864	-908.76	341.61	267.83	-828.22	327.86	1350.3	-925.14	310.91	656.44	-941.89	434.77	31.74	-971	377.22	1304.4	-9999.99	-9999.99	-9999.99	-910.04	686.68	1210.8	-374.38	675.09	104.8	-601.72	391.7	1217.9	-723.57	404.53	1485	-615.42	404.32	878.2	-613.41	771.54	1144.1	-670.24	581.62	1496.5	-810.29	997.59	1414	-661.33	863.16	1247.9	-737.33	571.42	872.89	-370.52	600.17	34.934	-528.91	635.26	447.71	-396.33	799.01	34.625	-448.48	664.94	283.55	-665.25	514.48	1317	-598.06	639.38	600.89	-482.18	851	38.232	-618.77	614.91	1271.8	-747.22	800.14	1371	-676.43	910.1	1361.2	-819.4	603.93	1111.1	-643.76	304.57	1145.5
1831	15.2500	-684.77	362.07	1344.6	-811.37	476.97	1284.3	-792.72	340.64	90.943	-848.73	473.26	1482.6	-703.38	271.49	857.02	-1049.4	454.97	1263.9	-803.39	593.37	1498.9	-733.36	734.39	1133	-1049.4	546.69	1220.2	-872.02	357.28	867.74	-698.69	323.94	32.41	-954.82	364.39	402.98	-881.7	344.24	30.915	-908.96	341.56	267.78	-828.48	327.6	1350.2	-925.24	310.91	656.38	-941.89	434.77	31.74	-971	377.22	1304.1	-9999.99	-9999.99	-9999.99	-909.79	686.58	1210.9	-374.54	675.29	105.27	-601.87	391.49	1217.9	-723.73	404.17	1485	-615.37	404.17	878.3	-613.31	771.08	1144.3	-670.35	581.41	1496.6	-810.14	997.59	1413.7	-661.28	863.16	1247.9	-737.23	571.32	872.89	-370.42	600.12	34.883	-528.96	635.21	447.65	-396.23	798.95	34.677	-448.53	664.89	283.65	-665.3	514.17	1317.2	-598.11	639.28	600.89	-482.49	851.3	38.902	-618.67	614.65	1272.1	-747.17	800.24	1371	-676.32	910.2	1360.9	-819.43	605.91	1111.8	-643.76	304.36	1145.5
1832	15.2583	-684.88	361.86	1344.5	-811.63	476.77	1284.3	-792.67	340.64	90.994	-848.99	472.9	1482.9	-703.58	271.33	856.82	-1049.4	454.97	1263.8	-803.49	592.9	1499.1	-733.11	734.24	1133.5	-1049.3	546.69	1220	-872.07	357.18	867.84	-698.74	323.94	32.41	-954.97	364.29	402.78	-881.65	344.29	30.864	-909.12	341.61	267.57	-828.69	327.29	1350.1	-925.35	310.8	656.44	-941.84	434.77	31.74	-971.2	377.22	1304.1	-9999.99	-9999.99	-9999.99	-909.63	686.47	1211.1	-374.49	675.09	105.27	-601.97	391.13	1217.8	-723.73	403.91	1484.8	-615.37	403.96	878.25	-613.21	770.56	1144.6	-670.4	581.31	1496.7	-810.14	997.59	1413.1	-661.28	863.21	1247.8	-737.18	571.26	872.89	-370.42	600.12	34.883	-528.96	635.21	447.55	-396.13	798.85	34.78	-448.58	664.83	283.55	-665.45	513.92	1317.3	-598.26	639.28	600.94	-482.49	851.25	38.902	-618.72	614.39	1272.5	-747.12	800.29	1371	-676.22	910.35	1360.8	-819.46	607.87	1112.5	-643.91	304.26	1145.3
1833	15.2667	-685.14	361.35	1344.5	-811.84	476.61	1284.2	-792.62	340.64	90.994	-849.19	472.59	1483	-703.99	271.02	856.72	-1049.4	454.87	1263.6	-803.49	592.6	1499.5	-732.95	734.19	1134.1	-1049.3	546.63	1220	-872.07	357.18	867.95	-698.74	323.89	32.358	-955.18	364.18	402.72	-881.65	344.29	30.967	-909.12	341.72	267.42	-828.99	327.03	1350.2	-925.55	310.75	656.33	-941.84	434.77	31.791	-971.41	377.12	1304.1	-9999.99	-9999.99	-9999.99	-909.53	686.53	1211.2	-374.33	674.57	104.96	-602.02	390.82	1217.9	-723.78	403.65	1484.7	-615.52	403.7	878.3	-613.21	770.15	1144.8	-670.45	581.11	1496.6	-810.29	997.48	1412.5	-661.18	863.21	1247.8	-737.28	571.16	872.84	-370.37	600.07	35.037	-528.96	635.16	447.55	-396.18	798.8	34.883	-448.58	664.78	283.49	-665.71	513.61	1317.1	-598.47	639.17	600.99	-482.23	851.05	38.49	-618.72	614.08	1272.6	-747.02	800.29	1371	-676.17	910.4	1360.6	-819.52	609.82	1113.2	-644.12	304.1	1144.9
1834	15.2750	-685.44	360.99	1344.4	-811.99	476.46	1284.2	-792.62	340.64	90.943	-849.24	472.44	1483.2	-704.3	270.66	856.72	-1049.6	454.71	1263.6	-803.33	592.44	1499.6	-732.85	734.29	1134.6	-1049.3	546.63	1220	-872.12	357.12	868.21	-698.74	323.89	32.358	-955.33	364.08	402.67	-881.7	344.29	31.018	-909.12	341.72	267.52	-829.41	326.83	1350.1	-925.81	310.85	656.13	-941.89	434.67	31.843	-971.62	377.01	1304.2	-9999.99	-9999.99	-9999.99	-909.43	686.47	1211.2	-374.23	674.42	104.85	-602.08	390.72	1217.9	-723.99	403.39	1484.4	-615.73	403.5	878.2	-613.15	770.05	1144.6	-670.55	580.69	1496.6	-810.39	997.43	1412.1	-661.07	863.1	1247.8	-737.38	570.95	872.79	-370.47	599.96	34.986	-529.06	635.1	447.55	-396.28	798.75	35.089	-448.58	664.78	283.65	-665.81	513.25	1316.9	-598.52	638.92	600.94	-482.23	851	38.283	-618.67	613.72	1272.5	-746.81	800.35	1371	-676.12	910.35	1360.4	-819.58	611.75	1114	-644.43	303.85	1144.7
1835	15.2833	-685.7	360.78	1344.2	-812.15	476.35	1284.2	-792.57	340.74	90.891	-849.3	472.13	1483.4	-704.51	270.46	856.77	-1049.8	454.71	1263.4	-803.39	592.29	1499.4	-733.31	734.86	1135.1	-1049.4	546.58	1220	-872.17	357.07	868.21	-698.79	323.94	32.358	-955.28	364.13	402.47	-881.7	344.24	31.018	-909.17	341.72	267.57	-829.82	326.67	1349.9	-926.07	311.01	656.13	-941.89	434.67	31.894	-971.67	376.91	1304.1	-9999.99	-9999.99	-9999.99	-909.32	686.37	1211.2	-374.28	674.47	104.96	-602.23	390.36	1217.8	-724.29	403.03	1484	-615.99	403.39	877.89	-613.15	770.15	1144.2	-670.71	580.13	1496.7	-810.34	997.64	1411.7	-661.07	863.05	1247.7	-737.38	570.7	872.84	-370.62	599.96	34.831	-529.12	635	447.6	-396.23	798.7	35.14	-448.58	664.68	283.7	-665.97	512.89	1316.9	-598.47	638.71	600.89	-482.12	851.05	38.335	-618.72	613.31	1272.5	-746.5	800.45	1371	-675.96	910.35	1360.2	-819.67	613.66	1114.8	-644.79	303.54	1144.6
1836	15.2917	-685.91	360.58	1344	-812.15	476.3	1284.4	-792.51	340.74	90.943	-849.4	471.61	1483.4	-704.71	270.3	856.82	-1050	454.76	1263.3	-803.49	591.98	1499.4	-733.93	735.42	1135.5	-1049.4	546.53	1219.9	-872.28	357.23	867.79	-698.74	323.89	32.307	-955.13	364.18	402.21	-881.65	344.29	30.967	-909.27	341.87	267.42	-830.08	326.57	1349.7	-926.38	311.06	656.18	-941.78	434.72	31.946	-971.77	376.75	1303.8	-9999.99	-9999.99	-9999.99	-909.37	686.32	1211.2	-374.38	674.57	104.91	-602.49	389.79	1217.5	-724.55	402.62	1483.8	-616.25	403.03	877.84	-613.26	770.1	1143.9	-670.81	579.66	1496.9	-810.39	997.84	1411.3	-660.97	863	1247.7	-737.49	570.54	872.79	-370.62	600.07	34.883	-529.22	634.9	447.71	-396.23	798.65	35.089	-448.58	664.63	283.6	-666.07	512.68	1317.1	-598.47	638.66	600.89	-481.97	851	38.438	-618.87	613.1	1272.5	-746.35	800.55	1370.9	-675.86	910.35	1360.1	-819.76	615.56	1115.5	-645.31	303.43	1144.4
1837	15.3000	-686.11	360.37	1343.8	-812.15	476.2	1284.4	-792.46	340.74	90.994	-849.5	471.25	1483.3	-704.92	270.05	856.82	-1050.3	454.87	1263.1	-803.54	591.67	1499.5	-734.03	735.27	1135.8	-1049.4	546.53	1219.9	-872.58	357.33	867.48	-698.69	323.89	32.307	-955.23	364.39	402.16	-881.65	344.45	30.915	-909.17	342.18	267.26	-830.23	326.47	1349.6	-926.69	311.01	656.13	-941.78	434.72	31.997	-972.08	376.6	1303.6	-9999.99	-9999.99	-9999.99	-909.48	686.37	1211.4	-374.38	674.68	105.16	-602.69	389.48	1217.3	-724.76	402.31	1483.8	-616.5	402.52	877.69	-613.26	769.89	1143.8	-670.86	579.3	1497	-810.45	998.1	1410.7	-660.82	862.95	1247.7	-737.69	570.39	872.64	-370.52	600.22	34.934	-529.27	634.85	447.65	-396.39	798.75	35.089	-448.53	664.63	283.49	-666.17	512.52	1317	-598.47	638.66	600.94	-481.97	851.15	38.799	-619.03	613	1272.5	-746.35	800.55	1370.8	-675.96	910.46	1359.7	-819.87	617.43	1116.4	-645.82	303.54	1144.2
1838	15.3083	-686.37	360.32	1343.7	-812.3	476.04	1284.1	-792.46	340.74	91.097	-849.71	471.05	1483.1	-705.13	269.84	856.87	-1050.6	454.87	1262.9	-803.75	591.36	1499.8	-734.03	735.06	1136	-1049.4	546.69	1219.9	-872.79	357.28	867.28	-698.74	323.89	32.307	-955.39	364.65	402.26	-881.6	344.5	30.864	-908.81	342.49	267.16	-830.39	326.47	1349.5	-926.84	311.01	656.23	-941.73	434.72	32.049	-972.39	376.39	1303.4	-9999.99	-9999.99	-9999.99	-909.48	686.37	1211.4	-374.49	674.88	105.58	-602.8	389.22	1217.2	-724.81	402.21	1483.9	-616.71	402.21	877.27	-613.15	769.79	1143.7	-670.86	579.1	1497.1	-810.29	998.31	1410.2	-660.76	862.8	1247.7	-737.79	570.13	872.48	-370.42	600.32	34.986	-529.32	634.9	447.6	-396.44	798.85	35.14	-448.53	664.58	283.65	-666.28	512.27	1317	-598.57	638.66	600.99	-482.12	851.46	39.417	-619.03	612.79	1272.5	-746.35	800.6	1370.7	-675.96	910.46	1359.2	-819.99	619.29	1117.2	-646.23	303.59	1144.1
